siteid,sitename,damname,county,twd97lon,twd97lat,twd97tm2x,twd97tm2y,sampledate,windowstart,windowend,Chl_a,label,B11,B2,B2_B3,B3,B3_B2,B3_B4,B4,B5,B5_B4,B8,CI,FAI,NDCI,NDRE,NDVI,NDWI
2075,阿公店水庫一,阿公店水庫,高雄市,120.344281,22.815112,182688.52,2523959.55,2022-04-08,2022-04-05,2022-04-11,19.5,1,0.0192,0.0592,0.70059174,0.0845,1.4273648,1.7902541,0.0472,0.0432,0.91525424,0.012,-0.08474577,-0.029955557,-0.044247795,-0.5652174,-0.5945946,0.7512953
2151,明德水庫二,明德水庫,苗栗縣,120.889114,24.587098,238770.06,2720049.59,2021-02-19,2021-02-16,2021-02-22,37,1,0.02355,0.03595,0.8577643,0.04185,1.1664951,1.322605,0.03165,0.0339,1.0729308,0.0301,0.072930865,-3.29E-05,0.035001095,-0.062119685,-0.027242985,0.16541603
2151,明德水庫二,明德水庫,苗栗縣,120.889114,24.587098,238770.06,2720049.59,2021-10-05,2021-10-02,2021-10-08,4.9,0,0.0158,0.0398,0.8982086,0.0436,1.1218941,1.6229188,0.027399998,0.02955,1.0704088,0.024950001,0.07040885,-2.77E-04,0.0340055,-0.1049813,-0.066101946,0.2939949
2147,鯉魚潭水庫一,鯉魚潭水庫,苗栗縣,120.7964781,24.3401739,229348.12,2692712.37,2021-03-15,2021-03-12,2021-03-18,19.1,1,0.00625,0.024149999,0.62428546,0.0389,1.6034269,2.2767735,0.017,0.015349999,0.90429294,0,-0.095707044,-0.014986508,-0.050259035,-1,-1,1
2108,擎天水庫,擎天水庫,金門縣,118.397673,24.462844,188938.72,2706416.26,2023-10-24,2023-10-21,2023-10-27,19,1,0.0166,0.0053,0.898305,0.0059,1.1132076,2.1851852,0.0027,0.0028,1.037037,0,0.037036974,-0.005303492,0.018181788,-1,-1,1
2075,阿公店水庫一,阿公店水庫,高雄市,120.344281,22.815112,182688.52,2523959.55,2024-01-05,2024-01-02,2024-01-08,18.9,1,0.0117,0.0692,0.7596154,0.0911,1.3166666,1.6253343,0.056050003,0.0563,1.0044595,0.030450001,0.00445952,-0.017293174,0.002224603,-0.2979826,-0.29595417,0.49897188
2088,新山水庫二,新山水庫,基隆市,121.7073056,25.1255278,321323.88,2779868.3,2023-03-03,2023-02-28,2023-03-06,18.8,1,0.0214,0.0599,0.6099796,0.0982,1.639399,1.6231406,0.0605,0.05,0.8264463,0.0238,-0.1735537,-0.029376507,-0.09502261,-0.35501355,-0.43534994,0.60983604
2146,德基水庫四,德基水庫,臺中市,121.218726,24.266289,272207.55,2684531.82,2026-01-20,2026-01-17,2026-01-23,18.8,1,0.0081,0.0289,0.8163842,0.0354,1.2249135,3.6122448,0.0098,0.0065,0.6632653,0.0043,-0.33673468,-0.005181587,-0.20245399,-0.2037037,-0.39007092,0.7833753
2176,鏡面水庫一,鏡面水庫,臺南市,120.4882962,23.0583472,197566.17,2550835.83,2020-01-13,2020-01-10,2020-01-16,18.7,1,0.0522,0.0783,0.9456521,0.0828,1.0574713,1.4972875,0.0553,0.0698,1.2622061,0.0581,0.26220608,0.003380634,0.115907244,-0.09147769,0.024691349,0.17530164
2145,德基水庫三,德基水庫,臺中市,121.20606,24.262005,270922.25,2684055.4,2024-07-10,2024-07-07,2024-07-13,18.6,1,0.0834,0.1042,0.8905983,0.117,1.1228406,1.195097,0.0979,0.104,1.0623084,0.0715,0.062308464,-0.023684127,0.03021297,-0.18518518,-0.15584415,0.24137928
2149,鯉魚潭水庫三,鯉魚潭水庫,苗栗縣,120.784793,24.341563,228162.65,2692868.02,2024-07-09,2024-07-06,2024-07-12,18.5,1,0.00875,0.007400001,0.398313,0.01855,2.5172791,11.989583,0.00285,0.01095,5.486111,0,4.486111,-0.00395508,0.642602,-1,-1,1
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,2023-09-14,2023-09-11,2023-09-17,18.5,1,0.0112,0.0618,0.7754078,0.0797,1.289644,1.2039274,0.0662,0.0589,0.889728,0.012,-0.11027196,-0.043898415,-0.058353353,-0.66149503,-0.6930946,0.738277
2146,德基水庫四,德基水庫,臺中市,121.218726,24.266289,272207.55,2684531.82,2024-07-10,2024-07-07,2024-07-13,18.3,1,0.0764,0.098,0.862676,0.1136,1.1591837,1.2678572,0.0896,0.0901,1.0055804,0.0681,0.005580369,-0.019027619,0.002782421,-0.13906448,-0.1363348,0.2504128
2076,阿公店水庫二,阿公店水庫,高雄市,120.352736,22.811868,183554.9,2523596.5,2024-01-05,2024-01-02,2024-01-08,18.2,1,0.00815,0.0683,0.79522264,0.085899994,1.2580209,1.5662229,0.054849997,0.052249998,0.952631,0.0221,-0.047369022,-0.024003016,-0.024266247,-0.405516,-0.42558652,0.59073555
2151,明德水庫二,明德水庫,苗栗縣,120.889114,24.587098,238770.06,2720049.59,2022-03-11,2022-03-08,2022-03-14,6.4,0,0.0116,0.01305,0.5457929,0.023899999,1.8333822,1.8680351,0.012800001,0.0137,1.0701368,0.007,0.07013684,-0.005575238,0.03387317,-0.32484555,-0.29418987,0.54770863
2149,鯉魚潭水庫三,鯉魚潭水庫,苗栗縣,120.784793,24.341563,228162.65,2692868.02,2023-07-03,2023-06-30,2023-07-06,18.1,1,0.0575,0.08,0.6666667,0.12,1.5,1.5999999,0.075,0.0782,1.0426666,0.048,0.04266659,-0.023722224,0.020887693,-0.23930268,-0.21951221,0.4285714
2177,鏡面水庫二,鏡面水庫,臺南市,120.4884629,23.058074,197583.15,2550805.52,2020-01-13,2020-01-10,2020-01-16,18,1,0.0532,0.0818,0.98792267,0.0828,1.0122249,1.4475524,0.0572,0.0682,1.1923077,0.067,0.1923077,0.010549208,0.0877193,-0.008875725,0.07890501,0.10547396
2186,鳳山水庫二,鳳山水庫,高雄市,120.390094,22.538978,187266,2493362.29,2024-01-05,2024-01-02,2024-01-08,18,1,0.0096,0.0457,0.851565,0.05365,1.1743791,1.3869022,0.03865,0.03745,0.96872693,0.0197,-0.03127307,-0.013458889,-0.015889646,-0.31631178,-0.33109432,0.46740142
2151,明德水庫二,明德水庫,苗栗縣,120.889114,24.587098,238770.06,2720049.59,2021-05-18,2021-05-15,2021-05-21,34.8,1,0.0295,0.039849997,0.70282185,0.0567,1.4231067,1.5905411,0.03565,0.03805,1.0671277,0.0241,0.067127764,-0.010398096,0.032301668,-0.22543415,-0.19442435,0.40416217
2087,新山水庫一,新山水庫,基隆市,121.7098889,25.1305556,321581.4573,2780426.594,2022-03-09,2022-03-06,2022-03-12,17.9,1,0.0105,0.0276,0.48591548,0.0568,2.057971,2.6542056,0.0214,0.0205,0.9579439,0.0085,-0.042056087,-0.010858413,-0.02147972,-0.4137931,-0.43143812,0.73966306
2175,白河水庫二,白河水庫,臺南市,120.478531,23.362057,196686.16,2584471.9,2021-01-07,2021-01-04,2021-01-10,17.7,1,0.016649999,0.029600002,0.7462338,0.039499998,1.3406303,1.7006769,0.02365,0.02565,1.1022398,0.02265,0.10223979,7.17E-04,0.047879267,-0.058617353,-0.009873083,0.27016217
2088,新山水庫二,新山水庫,基隆市,121.7073056,25.1255278,321323.88,2779868.3,2022-03-09,2022-03-06,2022-03-12,17.6,1,0.0072,0.0206,0.52151895,0.0395,1.9174758,2.615894,0.0151,0.0146,0.9668874,0.0034,-0.033112586,-0.010220318,-0.016835019,-0.62222224,-0.63243246,0.8414918
2077,阿公店水庫三,阿公店水庫,高雄市,120.348695,22.820036,183144.05,2524502.81,2023-12-15,2023-12-12,2023-12-18,17.4,1,0.0152,0.0381,0.90284365,0.0422,1.1076115,1.5984849,0.0264,0.0276,1.0454545,0.0185,0.04545454,-0.005802222,0.022222219,-0.19739695,-0.17594653,0.3904448
2148,鯉魚潭水庫二,鯉魚潭水庫,苗栗縣,120.790088,24.341121,228699.87,2692818.24,2021-03-15,2021-03-12,2021-03-18,17.2,1,0.008549999,0.0235,0.62089205,0.03785,1.6106946,2.2745419,0.0167,0.014,0.8505205,1.00E-04,-0.14947955,-0.014820317,-0.0809778,-0.9861111,-0.9878049,0.99472296
2114,金沙水庫,金沙水庫,金門縣,118.403069,24.491178,189499.3,2709552.11,2024-10-29,2024-10-26,2024-11-01,17.1,1,0.0199,0.0295,0.73934835,0.0399,1.3525424,1.564706,0.0255,0.0423,1.6588236,0.0239,0.6588236,-5.51E-04,0.24778762,-0.2779456,-0.032388646,0.2507837
2111,菱湖水庫,菱湖水庫,金門縣,118.244411,24.4469,173391.51,2704726.55,2023-10-25,2023-10-22,2023-10-28,17,1,0.0434,0.0207,0.716263,0.0289,1.3961352,1.3632076,0.0212,0.0336,1.5849056,0.0127,0.5849056,-0.012658095,0.22627737,-0.4514039,-0.25073746,0.38942307
2151,明德水庫二,明德水庫,苗栗縣,120.889114,24.587098,238770.06,2720049.59,2019-10-05,2019-10-02,2019-10-08,16.7,1,0.016449999,0.04735,0.8883008,0.0533,1.1257954,1.4647737,0.0364,0.0387,1.0626817,0.03245,0.06268166,-2.13E-04,0.03029332,-0.08844377,-0.058289766,0.2439793
2147,鯉魚潭水庫一,鯉魚潭水庫,苗栗縣,120.796478,24.340174,229348.12,2692712.4,2019-10-08,2019-10-05,2019-10-11,16.5,1,0.0187,0.0821,1.0634714,0.0772,0.94031674,1.487476,0.0519,0.0534,1.0289017,0.0542,0.02890172,0.008518415,0.014245008,0.007434966,0.021677678,0.17503805
2152,明德水庫三,明德水庫,苗栗縣,120.884761,24.580426,238328.59,2719310.99,2019-06-18,2019-06-15,2019-06-21,25.2,1,0.0379,0.05305,0.7419472,0.0715,1.3478055,1.3568764,0.05275,0.0557,1.0583625,0.04,0.058362495,-0.009968573,0.027666356,-0.16530728,-0.1379505,0.28316152
2144,德基水庫二,德基水庫,臺中市,121.176606,24.261219,267931.75,2683964.25,2024-07-10,2024-07-07,2024-07-13,16.4,1,0.0565,0.0722,0.8167421,0.0884,1.2243767,1.3154762,0.0672,0.0667,0.9925595,0.0464,-0.007440492,-0.018795872,-0.003734138,-0.17948715,-0.18309858,0.3115727
2152,明德水庫三,明德水庫,苗栗縣,120.884761,24.580426,238328.59,2719310.99,2019-03-13,2019-03-10,2019-03-16,33.4,1,0.0136,0.0246,0.9732543,0.0253,1.029124,1.4295616,0.017700002,0.018649999,1.0541145,0.01665,0.054114453,-2.82E-04,0.026287876,-0.059254963,-0.033093322,0.2083875
2076,阿公店水庫二,阿公店水庫,高雄市,120.352736,22.811868,183554.9,2523596.5,2022-01-11,2022-01-08,2022-01-14,16.1,1,0.0147,0.0526,0.86513156,0.0608,1.1559312,1.6616488,0.0366,0.0384,1.0495071,0.0291,0.04950719,-0.003398095,0.0240633,-0.13777778,-0.114087105,0.3526157
2116,勝利水庫,勝利水庫,連江縣,119.93577,26.152563,343559.02,2893784.31,2024-01-17,2024-01-14,2024-01-20,16,1,0.0328,0.0293,0.6301075,0.0465,1.5870308,1.4048338,0.0331,0.0397,1.1993958,0.022,0.19939576,-0.011043811,0.090659335,-0.28687197,-0.20145193,0.35766426
2151,明德水庫二,明德水庫,苗栗縣,120.889114,24.587098,238770.06,2720049.59,2023-03-03,2023-02-28,2023-03-06,24.5,1,0.01495,0.0187,0.6139762,0.03045,1.6294191,1.8348947,0.016600002,0.017450001,1.0507262,0.0149,0.050726183,-0.001390953,0.024644222,-0.07854,-0.054003112,0.3430007
2188,鳳山水庫四,鳳山水庫,高雄市,120.389622,22.535145,187215.71,2492938.06,2021-11-08,2021-11-05,2021-11-11,16,1,0.00925,0.0346,0.7671598,0.045050003,1.3035755,1.941266,0.0232,0.024500001,1.053796,0.00765,0.053796094,-0.012796508,0.026140366,-0.5259049,-0.50408745,0.70967746
2076,阿公店水庫二,阿公店水庫,高雄市,120.352736,22.811868,183554.9,2523596.5,2022-04-08,2022-04-05,2022-04-11,16,1,0.0237,0.0684,0.71548116,0.0956,1.3976607,1.648276,0.058,0.0554,0.9551724,0.0175,-0.044827577,-0.034075554,-0.022927685,-0.51989025,-0.5364238,0.69053936
2188,鳳山水庫四,鳳山水庫,高雄市,120.389622,22.535145,187215.71,2492938.06,2019-12-11,2019-12-08,2019-12-14,15.9,1,0.01685,0.03515,0.92988014,0.0378,1.0754077,1.3718729,0.02755,0.032700002,1.1865361,0.0286,0.18653616,0.003054127,0.08523573,-0.06661872,0.018723112,0.13845477
2142,霧社水庫三,霧社水庫,南投縣,121.136472,24.001288,263884.76,2655172.51,2025-06-13,2025-06-10,2025-06-16,15.9,1,0.0255,0.0833,0.9530893,0.0874,1.0492196,0.92879915,0.0941,0.101,1.0733263,0.0454,0.073326305,-0.03585111,0.035366505,-0.37978142,-0.34910393,0.31626505
2147,鯉魚潭水庫一,鯉魚潭水庫,苗栗縣,120.7964781,24.3401739,229348.12,2692712.37,2024-04-01,2024-03-29,2024-04-04,15.6,1,0.01925,0.04315,0.756785,0.057,1.3220131,1.7627723,0.03235,0.02995,0.9254748,0.0078,-0.07452518,-0.022096349,-0.03874164,-0.5952654,-0.6187781,0.7623377
2077,阿公店水庫三,阿公店水庫,高雄市,120.348695,22.820036,183144.05,2524502.81,2024-01-05,2024-01-02,2024-01-08,15.4,1,0.0161,0.0652,0.80395305,0.0811,1.2439213,1.5316513,0.052950002,0.0519,0.98012435,0.029350001,-0.019875648,-0.016697936,-0.010104429,-0.27746212,-0.28676844,0.468543
2148,鯉魚潭水庫二,鯉魚潭水庫,苗栗縣,120.790088,24.341121,228699.87,2692818.24,2024-08-19,2024-08-16,2024-08-22,15.3,1,3.00E-04,0.00835,0.5708169,0.014599999,1.7540486,3.510181,0.0043,0.00385,0.88291854,0,-0.11708146,-0.003550794,-0.06323859,-1,-1,1
2182,澄清湖水庫二,澄清湖水庫,高雄市,120.3524722,22.6603611,183454.53,2506819.59,2021-11-16,2021-11-13,2021-11-19,15.2,1,0.0079,0.0765,0.832877,0.09185,1.2006593,1.7697468,0.0519,0.050449997,0.9720708,0.0197,-0.027929205,-0.023958731,-0.014168292,-0.43834382,-0.4497196,0.64679337
2183,澄清湖水庫三,澄清湖水庫,高雄市,120.3478056,22.6618056,182975.64,2506981.64,2021-03-02,2021-02-27,2021-03-05,15.1,1,0.0125,0.06425,0.9023963,0.0712,1.1082125,1.6481481,0.0432,0.041500002,0.9606481,0.026500002,-0.03935187,-0.010949842,-0.020076536,-0.22065702,-0.23966208,0.45756543
2077,阿公店水庫三,阿公店水庫,高雄市,120.348695,22.820036,183144.05,2524502.81,2022-04-08,2022-04-05,2022-04-11,15.1,1,0.0246,0.0472,0.65103453,0.0725,1.5360168,1.7303102,0.0419,0.0385,0.91885436,0.0121,-0.08114562,-0.026559684,-0.04228858,-0.5217391,-0.55185187,0.713948
2144,德基水庫二,德基水庫,臺中市,121.176606,24.261219,267931.75,2683964.25,2023-09-14,2023-09-11,2023-09-17,14.9,1,0.0036,0.029,0.68720376,0.0422,1.4551724,2.604938,0.0162,0.0119,0.7345679,0,-0.2654321,-0.01384,-0.15302491,-1,-1,1
2204,寶二水庫一,寶二水庫,新竹縣,121.0444444,24.7194953,254496.36,2734709.69,2023-11-07,2023-11-04,2023-11-10,14.8,1,0.006,0.0172,0.93137246,0.0192,1.0736843,2.7567568,0.0071,0.0064,0.94029856,0.0015,-0.05970146,-0.005356508,-0.030769214,-0.62025315,-0.6511628,0.8484849
2187,鳳山水庫三,鳳山水庫,高雄市,120.388483,22.538672,187100.15,2493329.09,2021-11-08,2021-11-05,2021-11-11,14.4,1,0.00945,0.0471,0.77213055,0.0611,1.2951181,1.7880617,0.0346,0.033650003,0.99008656,0.011849999,-0.009913375,-0.017901745,-0.005023894,-0.4919335,-0.49256447,0.6784278
2143,德基水庫一,德基水庫,臺中市,121.168551,24.254693,267114.75,2683240.48,2024-07-10,2024-07-07,2024-07-13,14.4,1,0.0489,0.0643,0.83506495,0.077,1.1975117,1.3050847,0.059,0.0578,0.979661,0.0346,-0.020339012,-0.022508254,-0.010273987,-0.25108224,-0.26068375,0.3799283
2190,牡丹水庫二,牡丹水庫,屏東縣,120.782567,22.140403,227571.78,2449118.6,2022-03-08,2022-03-05,2022-03-11,14.3,1,0.0165,0.03025,0.6619812,0.045900002,1.5121039,2.0475018,0.023950001,0.02315,0.9274904,0.0063,-0.07250959,-0.016641589,-0.037623547,-0.57509303,-0.59253323,0.76686156
2187,鳳山水庫三,鳳山水庫,高雄市,120.388483,22.538672,187100.15,2493329.09,2024-01-05,2024-01-02,2024-01-08,14.1,1,0.01025,0.04465,0.8180157,0.05465,1.222764,1.4962063,0.03655,0.0356,0.97606456,0.0199,-0.023935404,-0.011723969,-0.012143733,-0.28983185,-0.30074757,0.4704078
2157,蘭潭水庫二,蘭潭水庫,嘉義市,120.479204,23.470807,196798.47,2596514.84,2021-01-05,2021-01-02,2021-01-08,13.5,1,0.0127,0.04575,0.8961777,0.05105,1.1158504,1.8768973,0.0272,0.0257,0.9448522,0.022,-0.05514781,-0.002484127,-0.028355798,-0.07758166,-0.10570389,0.39768368
2152,明德水庫三,明德水庫,苗栗縣,120.884761,24.580426,238328.59,2719310.99,2021-05-18,2021-05-15,2021-05-21,34,1,0.03145,0.03455,0.68741286,0.05025,1.454922,1.5704145,0.031999998,0.0334,1.0430186,0.0281,0.043018617,-0.003796983,0.020794155,-0.08901497,-0.06827435,0.2853214
2076,阿公店水庫二,阿公店水庫,高雄市,120.352736,22.811868,183554.9,2523596.5,2023-12-15,2023-12-12,2023-12-18,13,1,0.0097,0.04,0.896861,0.0446,1.115,1.6641791,0.0268,0.0248,0.9253732,0.0173,-0.07462681,-0.006297142,-0.03875966,-0.17814727,-0.21541947,0.4410339
2147,鯉魚潭水庫一,鯉魚潭水庫,苗栗縣,120.7964781,24.3401739,229348.12,2692712.37,2023-05-02,2023-04-29,2023-05-05,13,1,0.038599998,0.0635,0.8289355,0.0766,1.2063885,1.4340398,0.05345,0.04535,0.84676087,0.026950002,-0.15323913,-0.02371857,-0.08382962,-0.2802596,-0.35145348,0.49385566
2149,鯉魚潭水庫三,鯉魚潭水庫,苗栗縣,120.784793,24.341563,228162.65,2692868.02,2021-03-15,2021-03-12,2021-03-18,12.9,1,0.0067,0.020100001,0.6000321,0.0335,1.6665841,2.4921374,0.01345,0.0119,0.8852149,0,-0.11478504,-0.012185715,-0.06110378,-1,-1,1
2191,牡丹水庫三,牡丹水庫,屏東縣,120.782318,22.147105,227547.16,2449860.69,2022-03-08,2022-03-05,2022-03-11,12.9,1,0.0125,0.0252,0.6633459,0.03875,1.5081197,1.9982734,0.019000001,0.0172,0.8830377,0.00515,-0.11696233,-0.01240127,-0.062118355,-0.6423611,-0.6578073,0.7948207
2156,蘭潭水庫一,蘭潭水庫,嘉義市,120.479732,23.468085,196851.32,2596213.21,2024-08-19,2024-08-16,2024-08-22,12.9,1,0.0066,0.0173,0.7521739,0.023,1.3294797,3.108108,0.0074,0.0053,0.7727273,0,-0.22727269,-0.007250159,-0.1282051,-1,-1,1
2185,鳳山水庫一,鳳山水庫,高雄市,120.39236,22.540565,187499.7869,2493537.054,2021-01-12,2021-01-09,2021-01-15,12.8,1,0.01465,0.04755,0.7518234,0.0633,1.330102,1.4274567,0.04425,0.04655,1.0520307,0.029199999,0.052030645,-0.008611904,0.025353402,-0.22093755,-0.19338983,0.3573063
2150,明德水庫一,明德水庫,苗栗縣,120.903893,24.590889,240267.09,2720468.34,2023-03-03,2023-02-28,2023-03-06,25.4,1,0.011299999,0.032250002,0.62258685,0.0518,1.6065145,1.5773067,0.032849997,0.03355,1.021519,0.0164,0.021518903,-0.01241365,0.010606865,-0.3434401,-0.3340757,0.51911384
2195,西安水庫,西安水庫,澎湖縣,119.497236,23.36455,300835.34,2584739.25,2024-01-11,2024-01-08,2024-01-14,12.6,1,0.0775,0.0538,0.6959897,0.0773,1.4368029,1.140118,0.0678,0.0801,1.1814159,0.0486,0.18141592,-0.021016827,0.0831643,-0.24475525,-0.16494846,0.22795868
2148,鯉魚潭水庫二,鯉魚潭水庫,苗栗縣,120.790088,24.341121,228699.87,2692818.24,2023-05-02,2023-04-29,2023-05-05,12.6,1,0.059600003,0.08,0.85017216,0.0941,1.1762416,1.4036345,0.067049995,0.06735,1.0042868,0.042999998,0.004286738,-0.022654602,0.002045799,-0.22711855,-0.22485133,0.377013
2075,阿公店水庫一,阿公店水庫,高雄市,120.344281,22.815112,182688.52,2523959.55,2023-12-15,2023-12-12,2023-12-18,12.6,1,0.0122,0.0428,0.9304348,0.046,1.0747663,1.6974169,0.0271,0.0272,1.00369,0.0208,0.003690031,-0.003509207,0.001841618,-0.13333334,-0.13152401,0.37724552
2182,澄清湖水庫二,澄清湖水庫,高雄市,120.3524722,22.6603611,183454.53,2506819.59,2021-01-11,2021-01-08,2021-01-14,12.5,1,0.00875,0.06855,0.97927535,0.07,1.0211773,1.9101801,0.036650002,0.03145,0.8580289,0.02125,-0.1419711,-0.010174286,-0.07642569,-0.19360554,-0.26608503,0.5343142
2147,鯉魚潭水庫一,鯉魚潭水庫,苗栗縣,120.796478,24.340174,229348.12,2692712.4,2020-04-13,2020-04-10,2020-04-16,12.4,1,0.017450001,0.054750003,1.0469742,0.0523,0.9551824,1.423053,0.03675,0.038599998,1.0502799,0.03545,0.050279878,0.002314921,0.024472859,-0.042814635,-0.018358761,0.19228068
2102,寶山水庫二,寶山水庫,新竹縣,121.046715,24.748687,254724.97,2737942.97,2019-09-09,2019-09-06,2019-09-12,12.3,1,0.02095,0.06415,0.85762095,0.0748,1.1660167,1.9253926,0.038850002,0.0418,1.0759591,0.03655,0.075959094,0.001052699,0.036579758,-0.06700975,-0.030503975,0.34351417
2171,烏山頭水庫三,烏山頭水庫,臺南市,120.38169,23.207118,186711.91,2567352.8,2021-08-25,2021-08-22,2021-08-28,12.3,1,0.0082,0.0339,0.68346775,0.0496,1.4631269,2.244344,0.0221,0.0194,0.8778281,0.0059,-0.12217191,-0.013596508,-0.06506022,-0.5335968,-0.57857144,0.7873874
2149,鯉魚潭水庫三,鯉魚潭水庫,苗栗縣,120.784793,24.341563,228162.65,2692868.02,2024-04-01,2024-03-29,2024-04-04,12.3,1,0.0225,0.05455,0.818779,0.066599995,1.221378,1.7642825,0.0379,0.0315,0.8198873,0.01325,-0.18011278,-0.021765556,-0.103391126,-0.39511484,-0.48125502,0.66850215
2103,寶山水庫三,寶山水庫,新竹縣,121.04401,24.74182,254451.61,2737182.29,2023-11-07,2023-11-04,2023-11-10,12.2,1,0.0109,0.0218,0.8416988,0.0259,1.1880734,2.5392156,0.0102,0.009,0.8823529,0.011,-0.11764713,6.69E-04,-0.06250004,0.10000002,0.037735827,0.40379405
2110,蓮湖水庫,蓮湖水庫,金門縣,118.249983,24.450114,173958.4,2705079.46,2024-10-30,2024-10-27,2024-11-02,12.2,1,0.0462,0.0388,0.83261806,0.0466,1.2010309,1.2135416,0.0384,0.0457,1.1901041,0.0381,0.19010408,-0.001760953,0.08680139,-0.0906921,-0.003921586,0.10035417
2150,明德水庫一,明德水庫,苗栗縣,120.903893,24.590889,240267.09,2720468.34,2022-03-11,2022-03-08,2022-03-14,11.5,1,0.00765,0.012949999,0.5620643,0.023049999,1.7794679,2.0136364,0.01145,0.01155,1.0087471,0.0032,0.00874712,-0.007538254,0.004354486,-0.57222223,-0.5693232,0.7589491
2187,鳳山水庫三,鳳山水庫,高雄市,120.388483,22.538672,187100.15,2493329.09,2019-01-08,2019-01-05,2019-01-11,12.1,1,0.0086,0.033749998,0.8927959,0.0378,1.1200922,1.6293104,0.0232,0.028549999,1.2306035,0.0121,0.23060346,-0.008365396,0.103374116,-0.40466708,-0.31445813,0.51496965
2158,蘭潭水庫三,蘭潭水庫,嘉義市,120.479232,23.47303,196802.22,2596761.01,2021-01-05,2021-01-02,2021-01-08,12.1,1,0.0146,0.0452,0.8263255,0.0547,1.210177,1.8605441,0.0294,0.0297,1.0102041,0.0251,0.010204064,-0.001527937,0.005076134,-0.0839416,-0.078899086,0.3709273
2175,白河水庫二,白河水庫,臺南市,120.478531,23.362057,196686.16,2584471.9,2023-03-03,2023-02-28,2023-03-06,12,1,0.0231,0.0353,0.689702,0.0501,1.4580762,1.757437,0.02925,0.0299,1.0668253,0.028950002,0.06682525,0.001207779,0.032144874,-0.049077477,-0.007498112,0.28210315
2103,寶山水庫三,寶山水庫,新竹縣,121.04401,24.74182,254451.61,2737182.29,2022-11-08,2022-11-05,2022-11-11,11.9,1,0.0099,0.0199,0.74232805,0.0268,1.3490385,2.4814816,0.0108,0.0098,0.9074074,0.01265,-0.092592604,0.002018571,-0.051542014,0.12969455,0.07878656,0.3586969
2156,蘭潭水庫一,蘭潭水庫,嘉義市,120.479732,23.468085,196851.32,2596213.21,2022-12-13,2022-12-10,2022-12-16,11.8,1,0.0072,0.0301,0.94062495,0.032,1.063123,2.2222223,0.0144,0.0138,0.9583333,0.0085,-0.04166666,-0.004551428,-0.021276593,-0.23766813,-0.25764188,0.5802469
2108,擎天水庫,擎天水庫,金門縣,118.397673,24.462844,188938.72,2706416.26,2022-08-11,2022-08-08,2022-08-14,11.7,1,0.0217,0.0156,0.5954198,0.0262,1.6794872,1.9552239,0.0134,0.0147,1.097015,0.0054,0.09701497,-0.009554603,0.046263367,-0.46268657,-0.4255319,0.65822786
2075,阿公店水庫一,阿公店水庫,高雄市,120.344281,22.815112,182688.52,2523959.55,2022-03-08,2022-03-05,2022-03-11,11.7,1,0.01,0.0422,0.61516035,0.069,1.6255925,1.715,0.0402,0.038,0.95,0.0083,-0.05000001,-0.026243491,-0.02564103,-0.6335541,-0.65773195,0.7852523
2152,明德水庫三,明德水庫,苗栗縣,120.884761,24.580426,238328.59,2719310.99,2022-03-11,2022-03-08,2022-03-14,13.2,1,0.0149,0.0112,0.46881813,0.023850001,2.1886647,1.7177675,0.013900001,0.0138,0.9925926,0.0101,-0.007407429,-0.003987302,-0.003731354,-0.15470493,-0.1583465,0.4050321
2077,阿公店水庫三,阿公店水庫,高雄市,120.348695,22.820036,183144.05,2524502.81,2022-03-08,2022-03-05,2022-03-11,11.5,1,0.0187,0.0447,0.62256265,0.072,1.606264,1.5999999,0.045,0.0416,0.92145014,0.0132,-0.078549884,-0.02808603,-0.04088052,-0.49905124,-0.5463918,0.69014084
2189,牡丹水庫一,牡丹水庫,屏東縣,120.781288,22.133792,227438.8,2448386.8,2022-03-08,2022-03-05,2022-03-11,11.5,1,0.0158,0.0291,0.67129314,0.0432,1.4929065,2.0718474,0.021200001,0.0189,0.90620875,0.00705,-0.09379121,-0.012591746,-0.04920462,-0.41211557,-0.45199105,0.70212764
2143,德基水庫一,德基水庫,臺中市,121.168551,24.254693,267114.75,2683240.48,2023-09-14,2023-09-11,2023-09-17,11.5,1,0.0036,0.0382,0.7332054,0.0521,1.3638744,2.5048077,0.0208,0.0139,0.6682692,0,-0.33173078,-0.017578412,-0.19884728,-1,-1,1
2146,德基水庫四,德基水庫,臺中市,121.218726,24.266289,272207.55,2684531.82,2020-06-17,2020-06-14,2020-06-20,11.4,1,0.0941,0.1492,0.9209877,0.162,1.0857909,1.2558141,0.129,0.1303,1.0100776,0.0931,0.010077575,-0.029363172,0.005013526,-0.16651748,-0.1616389,0.2700902
2204,寶二水庫一,寶二水庫,新竹縣,121.0444444,24.7194953,254496.36,2734709.69,2025-11-24,2025-11-21,2025-11-27,11.4,1,0.0064,0.01665,0.79951,0.020849999,1.2631397,2.5305147,0.00825,0.00745,0.9055146,0.0022,-0.09448535,-0.005703493,-0.05153178,-0.5458647,-0.5855458,0.8098573
