siteid,sitename,damname,county,twd97lon,twd97lat,twd97tm2x,twd97tm2y,sampledate,windowstart,windowend,Chl_a,label,B11,B2,B2_B3,B3,B3_B2,B3_B4,B4,B5,B5_B4,B8,CI,FAI,NDCI,NDRE,NDVI,NDWI
2184,澄清湖水庫四,澄清湖水庫,高雄市,120.3505,22.6639722,183253.59,2507220.35,2019-03-11,2019-03-08,2019-03-14,5,0,0.0149,0.0947,0.91409266,0.1036,1.093981,1.5280236,0.0678,0.0608,0.89675516,0.0356,-0.103244826,-0.022291748,-0.054432344,-0.2614108,-0.311412,0.48850578
2184,澄清湖水庫四,澄清湖水庫,高雄市,120.3505,22.6639722,183253.59,2507220.35,2024-12-03,2024-11-30,2024-12-06,5,0,0.0136,0.091749996,0.9275793,0.09865,1.0781891,1.7193763,0.0574,0.04825,0.83563817,0.0288,-0.16436182,-0.02054619,-0.089540645,-0.25656825,-0.33310932,0.5490774
2150,明德水庫一,明德水庫,苗栗縣,120.903893,24.590889,240267.09,2720468.34,2019-03-13,2019-03-10,2019-03-16,30.3,1,0.008400001,0.083550006,0.64072084,0.1304,1.5609885,1.2085524,0.1079,0.091749996,0.8503362,0.02725,-0.14966382,-0.062013492,-0.080886714,-0.54214686,-0.5968169,0.6543855
2162,仁義潭水庫四,仁義潭水庫,嘉義縣,120.5052222,23.4646389,199454.03,2595822.37,2023-11-13,2023-11-10,2023-11-16,4.9,0,0.011150001,0.04395,0.9262558,0.04745,1.0799699,2.007801,0.02365,0.0239,1.0111022,0.018849999,0.011102187,-0.002458731,0.005428542,-0.118141145,-0.112751864,0.43139014
2183,澄清湖水庫三,澄清湖水庫,高雄市,120.3478056,22.6618056,182975.64,2506981.64,2022-11-11,2022-11-08,2022-11-14,4.9,0,0.023650002,0.08415,0.9672434,0.087,1.0338662,1.6779087,0.05185,0.0521,1.0048188,0.0544,0.004818825,0.007831905,0.002403397,0.021569263,0.0239713,0.23057315
2076,阿公店水庫二,阿公店水庫,高雄市,120.352736,22.811868,183554.9,2523596.5,2025-12-03,2025-11-30,2025-12-06,4.9,0,0.0133,0.0582,0.9897959,0.0588,1.0103092,1.7500001,0.0336,0.0327,0.97321427,0.0269,-0.026785726,-0.002897776,-0.013574666,-0.09731539,-0.11074377,0.37222868
2158,蘭潭水庫三,蘭潭水庫,嘉義市,120.479232,23.47303,196802.22,2596761.01,2019-01-10,2019-01-07,2019-01-13,4.9,0,0.0314,0.0965,1.0255048,0.0941,0.9751295,1.4150375,0.0665,0.0645,0.96992475,0.0668,-0.030075248,0.006874284,-0.015267207,0.01751715,0.002250545,0.16967061
2190,牡丹水庫二,牡丹水庫,屏東縣,120.782567,22.140403,227571.78,2449118.6,2024-05-02,2024-04-29,2024-05-05,4.9,0,0.06015,0.0959,0.8371067,0.11325,1.1994272,1.3189182,0.086449996,0.08135,0.94295204,0.05015,-0.057047956,-0.030807778,-0.029430877,-0.21576998,-0.25517493,0.3771299
2161,仁義潭水庫三,仁義潭水庫,嘉義縣,120.5104444,23.4656389,199987.91,2595931.29,2023-11-13,2023-11-10,2023-11-16,4.9,0,0.00845,0.04485,0.9660512,0.04645,1.0355201,2.083253,0.0223,0.021,0.9417029,0.01485,-0.058297124,-0.004855873,-0.030023728,-0.17154261,-0.20053327,0.51531416
2104,寶山水庫四,寶山水庫,新竹縣,121.0425833,24.7472778,254307.11,2737786.74,2023-09-15,2023-09-12,2023-09-18,4.9,0,0.0161,0.0375,0.9328359,0.0412,1.0719999,1.8190045,0.0221,0.0224,1.0042554,0.0195,0.004255391,-0.00147619,0.002123178,-0.069212385,-0.06249998,0.34673366
2184,澄清湖水庫四,澄清湖水庫,高雄市,120.3505,22.6639722,183253.59,2507220.35,2021-11-16,2021-11-13,2021-11-19,4.9,0,0.01565,0.08925,0.9205957,0.096949995,1.0863162,1.775641,0.0546,0.049850002,0.9130037,0.033749998,-0.08699634,-0.013554605,-0.04549571,-0.19256791,-0.23599678,0.48354805
2171,烏山頭水庫三,烏山頭水庫,臺南市,120.38169,23.207118,186711.91,2567352.8,2023-11-03,2023-10-31,2023-11-06,4.9,0,0.0068,0.02885,1.0567706,0.0273,0.94628143,2.0222783,0.013499999,0.0122,0.90369844,0.010050001,-0.096301585,-0.002195079,-0.050586727,-0.09666665,-0.14653586,0.46187705
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,2020-06-02,2020-05-30,2020-06-05,4.9,0,0.0427,0.1131,0.8720188,0.1297,1.146776,1.9096494,0.067949995,0.061300002,0.90250283,0.0407,-0.097497165,-0.022520635,-0.05132276,-0.20195389,-0.25065282,0.522299
2170,烏山頭水庫二,烏山頭水庫,臺南市,120.371884,23.202702,185706.06,2566868.07,2023-11-03,2023-10-31,2023-11-06,4.9,0,0.00555,0.0288,0.96966267,0.0297,1.0314007,1.9668874,0.0151,0.01245,0.8245033,0.0084,-0.1754967,-0.004911271,-0.09619236,-0.19424,-0.28510642,0.5590521
2179,南化水庫二,南化水庫,臺南市,120.554626,23.106803,204379.38,2556179.42,2024-08-22,2024-08-19,2024-08-25,4.9,0,0.0067,0.1082,0.7598315,0.1424,1.3160813,1.4029557,0.1015,0.0806,0.7940887,0.0065,-0.2059113,-0.077243805,-0.11477208,-0.8507463,-0.8796296,0.9126931
2168,曾文水庫六,曾文水庫,嘉義縣,120.598527,23.312495,208939.21,2578944.25,2023-12-13,2023-12-10,2023-12-16,4.9,0,0.0014,0.0286,0.95652175,0.0299,1.0454545,2.8207548,0.0106,0.0076,0.7169812,6.00E-04,-0.28301883,-0.008276825,-0.16483514,-0.85365856,-0.89285713,0.96065575
2173,烏山頭水庫五,烏山頭水庫,臺南市,120.387244,23.191729,187273.23,2565646.21,2023-07-07,2023-07-04,2023-07-10,4.9,0,0.00735,0.0633,0.7598953,0.0833,1.3159755,2.9498272,0.02825,0.0201,0.71098495,0.007,-0.2890151,-0.017335396,-0.169121,-0.5041828,-0.61550784,0.84716296
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,2021-01-05,2021-01-02,2021-01-08,4.8,0,0.06075,0.0662,0.9438781,0.0701,1.0595015,1.371496,0.05105,0.0617,1.2137237,0.056,0.21372363,0.003133175,0.095281385,-0.05053191,0.044934716,0.112394586
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,2019-10-01,2019-09-28,2019-10-04,4.8,0,0.0123,0.0642,1.0015601,0.0641,0.99844235,1.6269035,0.0394,0.0385,0.97715735,0.0304,-0.022842648,-0.003924126,-0.011553277,-0.117561676,-0.12893982,0.35661373
2147,鯉魚潭水庫一,鯉魚潭水庫,苗栗縣,120.7964781,24.3401739,229348.12,2692712.37,2023-03-03,2023-02-28,2023-03-06,4.8,0,0.011299999,0.03415,0.9105922,0.0365,1.0981915,1.9223957,0.0185,0.015999999,0.871595,0.010199999,-0.128405,-0.006545079,-0.06860738,-0.2093023,-0.27661178,0.5631692
2160,仁義潭水庫二,仁義潭水庫,嘉義縣,120.5155833,23.46575,200512.94,2595941.82,2020-01-10,2020-01-07,2020-01-13,4.8,0,0.01165,0.0811,0.85729384,0.0946,1.166525,1.8826337,0.05025,0.0419,0.83383167,0.0264,-0.1661683,-0.01662016,-0.090612635,-0.22693336,-0.31114727,0.56363636
2088,新山水庫二,新山水庫,基隆市,121.7073056,25.1255278,321323.88,2779868.3,2023-11-08,2023-11-05,2023-11-11,4.8,0,0.0056,0.0216,0.797048,0.0271,1.2546296,3.0111113,0.009,0.0075,0.8333334,0.0035,-0.16666666,-0.004863174,-0.09090908,-0.36363634,-0.43999997,0.77124184
2168,曾文水庫六,曾文水庫,嘉義縣,120.598527,23.312495,208939.21,2578944.25,2024-04-01,2024-03-29,2024-04-04,4.8,0,8.50E-04,0.070999995,0.72523034,0.0979,1.3788724,1.693774,0.0578,0.04355,0.7534423,0,-0.2465577,-0.047133174,-0.14062348,-1,-1,1
2154,永和山水庫二,永和山水庫,苗栗縣,120.932496,24.654762,243167.24,2727540.96,2021-09-16,2021-09-13,2021-09-19,4.7,0,0.026250001,0.0808,0.97349405,0.083,1.027242,1.5342169,0.0541,0.0604,1.1165278,0.0669,0.11652778,0.01801635,0.05496516,0.05110946,0.105781786,0.10740935
2158,蘭潭水庫三,蘭潭水庫,嘉義市,120.479232,23.47303,196802.22,2596761.01,2023-11-14,2023-11-11,2023-11-17,4.7,0,0.01025,0.0361,1.0085518,0.0358,0.9924447,1.8385711,0.0195,0.02125,1.0912647,0.01805,0.09126471,2.83E-04,0.0433402,-0.08142494,-0.03818869,0.32961357
2104,寶山水庫四,寶山水庫,新竹縣,121.042437,24.748352,254292.28,2737905.73,2020-04-30,2020-04-27,2020-05-03,4.7,0,0.0271,0.0534,0.92547655,0.0577,1.0805243,1.5184212,0.038,0.0367,0.9657895,0.0406,-0.034210518,0.00464159,-0.017402941,0.050452817,0.03307892,0.17395726
2149,鯉魚潭水庫三,鯉魚潭水庫,苗栗縣,120.784793,24.341563,228162.65,2692868.02,2019-03-12,2019-03-09,2019-03-15,4.7,0,0.00725,0.03655,0.89621115,0.04075,1.1158575,1.85228,0.022,0.01845,0.8388251,0.010600001,-0.16117486,-0.008637302,-0.08765282,-0.27016875,-0.34969324,0.5871428
2184,澄清湖水庫四,澄清湖水庫,高雄市,120.3505,22.6639722,183253.59,2507220.35,2021-08-26,2021-08-23,2021-08-29,4.7,0,0.0092,0.0755,0.86582565,0.0872,1.154967,1.9464287,0.0448,0.0334,0.74553573,0.0109,-0.25446427,-0.027232062,-0.14578004,-0.50790066,-0.6086176,0.7777778
2182,澄清湖水庫二,澄清湖水庫,高雄市,120.3524722,22.6603611,183454.53,2506819.59,2025-02-26,2025-02-23,2025-03-01,4.7,0,0.0044,0.0706,0.91569394,0.0771,1.092068,2.2412791,0.0344,0.025,0.7267442,0.0041,-0.27325583,-0.024680953,-0.15824917,-0.7182131,-0.787013,0.8990148
2167,曾文水庫五,曾文水庫,嘉義縣,120.573276,23.297913,206351.87,2577336.83,2024-04-01,2024-03-29,2024-04-04,4.7,0,0,0.04815,0.7143694,0.06739999,1.3999914,2.9497414,0.02285,0.0121,0.5293335,0,-0.47066653,-0.018570159,-0.30831558,-1,-1,1
2155,永和山水庫三,永和山水庫,苗栗縣,120.918052,24.653143,241705.11,2727362.44,2020-04-09,2020-04-06,2020-04-12,4.6,0,0.02175,0.0594,0.8581954,0.0692,1.1656455,1.6384112,0.04225,0.04115,0.9746547,0.04335,-0.025345301,0.004939683,-0.013035696,0.025517689,0.012497335,0.23006272
2162,仁義潭水庫四,仁義潭水庫,嘉義縣,120.5052222,23.4646389,199454.03,2595822.37,2019-12-09,2019-12-06,2019-12-12,4.6,0,0.009500001,0.053999998,0.79588985,0.0676,1.2564613,2.307409,0.0293,0.0257,0.86825764,0.0187,-0.1317424,-0.006985238,-0.07051634,-0.15676916,-0.22205263,0.5666806
2182,澄清湖水庫二,澄清湖水庫,高雄市,120.3524722,22.6603611,183454.53,2506819.59,2022-01-11,2022-01-08,2022-01-14,4.6,0,0.0112,0.07145,0.8964869,0.0797,1.1154659,1.8031766,0.044200003,0.03775,0.8540793,0.0227,-0.1459207,-0.015319049,-0.07870545,-0.24899429,-0.32140458,0.556654
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,2019-12-09,2019-12-06,2019-12-12,4.6,0,0.00845,0.06165,0.7912353,0.0776,1.2639835,2.1555986,0.03625,0.02905,0.8055015,0.017549999,-0.19449848,-0.013393015,-0.10772903,-0.2441476,-0.34508348,0.6318814
2167,曾文水庫五,曾文水庫,嘉義縣,120.573276,23.297913,206351.87,2577336.83,2024-03-12,2024-03-09,2024-03-15,4.6,0,0.0047,0.0436,0.8772636,0.0497,1.1399082,2.460396,0.0202,0.0162,0.80198026,0.0061,-0.19801974,-0.011196825,-0.10989008,-0.4529148,-0.53612167,0.781362
2148,鯉魚潭水庫二,鯉魚潭水庫,苗栗縣,120.790088,24.341121,228699.87,2692818.24,2023-12-13,2023-12-10,2023-12-16,4.6,0,0.0033,0.0368,1.1572326,0.0318,0.86413044,2.8141594,0.0113,0.009,0.7964601,0.0023,-0.20353988,-0.007501588,-0.11330053,-0.5929203,-0.6617647,0.86510265
2157,蘭潭水庫二,蘭潭水庫,嘉義市,120.479204,23.470807,196798.47,2596514.84,2022-03-08,2022-03-05,2022-03-11,4.6,0,0.0105,0.0293,0.68941176,0.0425,1.4505119,2.5,0.017,0.0128,0.7579618,0.0065,-0.24203818,-0.009466349,-0.13768113,-0.32642484,-0.44680852,0.7346939
2190,牡丹水庫二,牡丹水庫,屏東縣,120.782567,22.140403,227571.78,2449118.6,2024-04-01,2024-03-29,2024-04-04,4.6,0,0.0127,0.0554,0.8293413,0.0668,1.2059686,2.1506004,0.031100001,0.02345,0.7543375,0.00705,-0.24566253,-0.020603651,-0.1400615,-0.53759044,-0.63014925,0.80907327
2191,牡丹水庫三,牡丹水庫,屏東縣,120.782318,22.147105,227547.16,2449860.69,2022-01-07,2022-01-04,2022-01-10,4.6,0,0.0051,0.0273,0.6394371,0.0427,1.5639694,2.925138,0.01465,0.0109,0.74563205,9.00E-04,-0.25436792,-0.01196127,-0.14608636,-0.84745765,-0.8835032,0.95879275
2143,德基水庫一,德基水庫,臺中市,121.168551,24.254693,267114.75,2683240.48,2026-01-20,2026-01-17,2026-01-23,4.6,0,0.0059,0.036,0.8571428,0.042,1.1666667,3.6206896,0.0116,0.0085,0.73275864,0.0027,-0.26724133,-0.007832381,-0.15422882,-0.51785713,-0.62237763,0.8791946
2144,德基水庫二,德基水庫,臺中市,121.176606,24.261219,267931.75,2683964.25,2026-01-20,2026-01-17,2026-01-23,4.6,0,0.0056,0.0347,0.8589109,0.0404,1.1642652,3.060606,0.0132,0.0071,0.5378788,0.0023,-0.46212122,-0.009476508,-0.3004926,-0.5106383,-0.7032258,0.89227164
2176,鏡面水庫一,鏡面水庫,臺南市,120.4882962,23.0583472,197566.17,2550835.83,2021-08-25,2021-08-22,2021-08-28,4.5,0,0.0258,0.0513,0.7868098,0.0652,1.2709552,1.5524625,0.0422,0.0478,1.1327015,0.0412,0.13270147,0.002721905,0.062222242,-0.048498847,-0.002421303,0.22556391
2162,仁義潭水庫四,仁義潭水庫,嘉義縣,120.5052222,23.4646389,199454.03,2595822.37,2023-03-07,2023-03-04,2023-03-10,4.5,0,0.016350001,0.04135,0.7743446,0.0534,1.2918397,2.0112786,0.0266,0.024,0.9058619,0.019650001,-0.09413807,-0.005048889,-0.049485527,-0.102233246,-0.15117927,0.46347618
2191,牡丹水庫三,牡丹水庫,屏東縣,120.782318,22.147105,227547.16,2449860.69,2024-01-04,2024-01-01,2024-01-07,4.5,0,0.025899999,0.0559,0.86255085,0.0648,1.1596321,1.8763224,0.03455,0.03065,0.8872655,0.036399998,-0.11273453,0.003470158,-0.059744712,0.08450705,0.024934283,0.28153226
2182,澄清湖水庫二,澄清湖水庫,高雄市,120.3524722,22.6603611,183454.53,2506819.59,2020-12-01,2020-11-28,2020-12-04,4.5,0,0.0087,0.061,0.9576139,0.0637,1.0442623,2.0416667,0.0312,0.0268,0.85897434,0.0148,-0.14102565,-0.012185713,-0.07586207,-0.28846154,-0.35652173,0.62292993
2135,日月潭水庫二,日月潭水庫,南投縣,120.920575,23.867809,241910.95,2640385.76,2023-03-14,2023-03-11,2023-03-17,4.5,0,0.00685,0.04435,0.85783494,0.051700003,1.1657262,2.9128366,0.017749999,0.015249999,0.85900205,0.00715,-0.14099798,-0.008558413,-0.07594797,-0.36190933,-0.42603588,0.7570861
2175,白河水庫二,白河水庫,臺南市,120.478531,23.362057,196686.16,2584471.9,2020-06-05,2020-06-02,2020-06-08,4.5,0,0.022599999,0.0347,0.74161184,0.046800002,1.3485084,1.8363278,0.02555,0.021450002,0.84317315,0.02065,-0.15682684,-0.00434746,-0.086102486,-0.01989871,-0.10593453,0.38823372
2158,蘭潭水庫三,蘭潭水庫,嘉義市,120.479232,23.47303,196802.22,2596761.01,2022-03-08,2022-03-05,2022-03-11,4.5,0,0.0097,0.0299,0.7512563,0.0412,1.3311037,2.5276074,0.0163,0.0132,0.80981594,0.0061,-0.19018407,-0.009229207,-0.105084755,-0.36787567,-0.45535716,0.74207187
2157,蘭潭水庫二,蘭潭水庫,嘉義市,120.479204,23.470807,196798.47,2596514.84,2019-01-10,2019-01-07,2019-01-13,4.4,0,0.0288,0.09865,1.0390346,0.094950005,0.9630063,1.4813299,0.0641,0.0657,1.0249834,0.061300002,0.024983466,0.003811745,0.012332072,-0.034655947,-0.022333702,0.21536419
2144,德基水庫二,德基水庫,臺中市,121.176606,24.261219,267931.75,2683964.25,2020-06-17,2020-06-14,2020-06-20,4.4,0,0.0591,0.0908,0.927477,0.0979,1.0781938,1.3070761,0.0749,0.0737,0.9839787,0.0495,-0.016021334,-0.022440637,-0.008075357,-0.1964286,-0.20418008,0.32835823
2137,日月潭水庫四,日月潭水庫,南投縣,120.914075,23.85504,241248.1,2638972.04,2023-10-03,2023-09-30,2023-10-06,4.4,0,0.03455,0.066300005,0.9324663,0.0711,1.0724381,1.7132554,0.041500002,0.0406,0.97785914,0.036300004,-0.022140807,-0.003898253,-0.012215149,-0.054579366,-0.06682658,0.32401162
2157,蘭潭水庫二,蘭潭水庫,嘉義市,120.479204,23.470807,196798.47,2596514.84,2023-11-14,2023-11-11,2023-11-17,4.4,0,0.01005,0.033299997,0.96131194,0.034649998,1.0410678,1.6465105,0.021049999,0.0201,0.9550605,0.01585,-0.04493952,-0.003139682,-0.023055578,-0.118235126,-0.14089306,0.37227452
2101,寶山水庫一,寶山水庫,新竹縣,121.056907,24.74602,255755.95,2737647.97,2019-09-09,2019-09-06,2019-09-12,4.4,0,0.0489,0.073,0.82860386,0.0881,1.2068493,1.8625793,0.0473,0.0527,1.114165,0.0678,0.11416495,0.020200318,0.05400002,0.1253112,0.178106,0.13021168
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,2022-01-14,2022-01-11,2022-01-17,4.4,0,0.0094,0.05315,0.9211639,0.0577,1.0856261,1.7772019,0.032449998,0.0297,0.9152278,0.02015,-0.084772244,-0.007954603,-0.044263944,-0.19117314,-0.23388171,0.48037177
2077,阿公店水庫三,阿公店水庫,高雄市,120.348695,22.820036,183144.05,2524502.81,2019-03-14,2019-03-11,2019-03-17,4.4,0,0.0179,0.1084,0.8630574,0.1256,1.1586715,1.3787047,0.0911,0.081,0.8891328,0.0477,-0.11086717,-0.029689524,-0.058686808,-0.25874126,-0.31268013,0.4495095
2161,仁義潭水庫三,仁義潭水庫,嘉義縣,120.5104444,23.4656389,199987.91,2595931.29,2019-12-09,2019-12-06,2019-12-12,4.4,0,0.0078,0.056900002,0.7909578,0.0723,1.2658619,2.1910448,0.033,0.029,0.87746286,0.018350001,-0.12253718,-0.00993,-0.06526754,-0.22491033,-0.28528953,0.59514
2075,阿公店水庫一,阿公店水庫,高雄市,120.344281,22.815112,182688.52,2523959.55,2023-03-07,2023-03-04,2023-03-10,4.4,0,0.02265,0.0861,0.7899159,0.109,1.2659932,1.4156361,0.077,0.066149995,0.859077,0.036650002,-0.14092302,-0.030170158,-0.07580492,-0.28701544,-0.35508803,0.49676156
2179,南化水庫二,南化水庫,臺南市,120.554626,23.106803,204379.38,2556179.42,2025-11-20,2025-11-17,2025-11-23,4.4,0,0.0067,0.03785,0.81488055,0.04645,1.2272923,3.192513,0.01455,0.0121,0.8316486,0.0083,-0.16835144,-0.004779683,-0.09194334,-0.18627451,-0.27354914,0.69680005
2204,寶二水庫一,寶二水庫,新竹縣,121.0444444,24.7194953,254496.36,2734709.69,2022-11-08,2022-11-05,2022-11-11,4.4,0,0.00335,0.01845,0.84253,0.0219,1.186938,3.0416667,0.0072,0.0059,0.8194445,0.0024,-0.18055555,-0.004078889,-0.10084033,-0.43424755,-0.5080179,0.8033642
2098,石門水庫三,石門水庫,桃園市,121.2521389,24.8114444,275489.6568,2744916.604,2023-02-02,2023-01-30,2023-02-05,4.4,0,0.0063,0.0584,0.91823894,0.0636,1.0890411,3.0142183,0.0211,0.0139,0.65876776,0.0079,-0.34123224,-0.010427937,-0.20571429,-0.27522936,-0.45517242,0.779021
2181,澄清湖水庫一,澄清湖水庫,高雄市,120.3545556,22.6544722,183665.82,2506166.57,2023-07-06,2023-07-03,2023-07-09,4.4,0,0.01275,0.0323,0.7193085,0.04485,1.3913006,2.8952389,0.01565,0.00845,0.5286372,0.0019,-0.4713628,-0.013206826,-0.31297532,-0.74149656,-0.8224299,0.9249012
2210,湖山水庫一,湖山水庫,雲林縣,120.6255556,23.6840833,211810.82,2620087.1,2024-07-02,2024-06-29,2024-07-05,4.4,0,0.00135,0.017099999,0.61047554,0.02785,1.6433082,9.502778,0.0039,8.50E-04,0.14166667,0,-0.85833335,-0.003422381,-0.7792208,-0.5,-1,1
2169,烏山頭水庫一,烏山頭水庫,臺南市,120.376801,23.211618,186213.61,2567853.27,2023-11-03,2023-10-31,2023-11-06,4.3,0,0.0078,0.0266,1.0555556,0.0252,0.947422,1.8530414,0.0136,0.0137,1.0072452,0.01245,0.007245189,-6.37E-05,0.00355642,-0.047716577,-0.044168375,0.33866668
2156,蘭潭水庫一,蘭潭水庫,嘉義市,120.479732,23.468085,196851.32,2596213.21,2022-01-14,2022-01-11,2022-01-17,4.3,0,0.0114,0.04365,0.98407334,0.044249997,1.0166314,1.790086,0.0247,0.024,0.9771175,0.0205,-0.022882514,-0.00158381,-0.011664992,-0.077847436,-0.0891919,0.36065033
2158,蘭潭水庫三,蘭潭水庫,嘉義市,120.479232,23.47303,196802.22,2596761.01,2022-01-14,2022-01-11,2022-01-17,4.3,0,0.0114,0.0482,1.0233545,0.0471,0.9771784,1.7773585,0.0265,0.0253,0.9640288,0.0223,-0.035971228,-0.001703174,-0.018315021,-0.07414828,-0.09233791,0.35833335
2077,阿公店水庫三,阿公店水庫,高雄市,120.348695,22.820036,183144.05,2524502.81,2023-03-07,2023-03-04,2023-03-10,4.3,0,0.02455,0.0713,0.7792556,0.0915,1.2832823,1.4734175,0.0621,0.055,0.88552666,0.03615,-0.11447331,-0.018916823,-0.060758673,-0.20664129,-0.26410252,0.43358558
2149,鯉魚潭水庫三,鯉魚潭水庫,苗栗縣,120.784793,24.341563,228162.65,2692868.02,2021-01-07,2021-01-04,2021-01-10,4.3,0,0.01045,0.0376,0.89103043,0.0422,1.1223156,1.7659049,0.023899999,0.02045,0.85606337,0.0131,-0.1439366,-0.008280793,-0.07774162,-0.21925475,-0.29213047,0.5263895
2183,澄清湖水庫三,澄清湖水庫,高雄市,120.3478056,22.6618056,182975.64,2506981.64,2025-11-24,2025-11-21,2025-11-27,4.3,0,0.0118,0.08035,0.90077525,0.0892,1.1101611,1.8353817,0.048600003,0.040349998,0.8302483,0.02645,-0.16975172,-0.015257303,-0.092748076,-0.20811819,-0.29516718,0.5426054
2098,石門水庫三,石門水庫,桃園市,121.2521389,24.8114444,275489.6568,2744916.604,2023-03-06,2023-03-03,2023-03-09,4.3,0,0.0081,0.0476,0.7906977,0.0602,1.2647058,2.8942306,0.0208,0.0164,0.78846157,0.0106,-0.21153846,-0.00782127,-0.11827957,-0.21481483,-0.32484078,0.700565
2142,霧社水庫三,霧社水庫,南投縣,121.136472,24.001288,263884.76,2655172.51,2022-03-14,2022-03-11,2022-03-17,4.3,0,0.0017,0.0234,0.70481926,0.0332,1.4188035,2.9642859,0.0112,0.0058,0.51785713,0,-0.48214284,-0.009420634,-0.31764704,-1,-1,1
2153,永和山水庫一,永和山水庫,苗栗縣,120.923504,24.659908,242257.38,2728111.39,2019-09-09,2019-09-06,2019-09-12,4.2,0,0.0152,0.06955,0.9488456,0.073300004,1.0539165,1.7726781,0.04135,0.044699997,1.0810387,0.039750002,0.0810387,0.003297937,0.038932547,-0.058613513,-0.0197258,0.29676986
2174,白河水庫一,白河水庫,臺南市,120.4731064,23.3570416,196129.52,2583918.51,2023-11-03,2023-10-31,2023-11-06,4.2,0,0.00825,0.02345,1.0107759,0.0232,0.9893795,1.8198597,0.01275,0.0133,1.0432816,0.01195,0.043281615,4.29E-05,0.021147083,-0.05346946,-0.032358006,0.32005954
2163,曾文水庫一,曾文水庫,嘉義縣,120.540746,23.246248,203006.32,2571625.67,2023-12-13,2023-12-10,2023-12-16,4.2,0,0.0018,0.0195,0.9798995,0.0199,1.0205128,3.2096772,0.0062,0.006,0.9677419,4.00E-04,-0.032258082,-0.004975873,-0.016393453,-0.875,-0.8787879,0.96059114
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,2022-09-16,2022-09-13,2022-09-19,4.2,0,0.03605,0.09735,1.0663639,0.091299996,0.937796,1.5602283,0.05855,0.0555,0.94793534,0.03695,-0.052064646,-0.017385714,-0.026728304,-0.20799111,-0.23328263,0.42857143
2161,仁義潭水庫三,仁義潭水庫,嘉義縣,120.5104444,23.4656389,199987.91,2595931.29,2022-09-16,2022-09-13,2022-09-19,4.2,0,0.03545,0.1092,1.1076655,0.0986,0.90295184,1.467704,0.067200005,0.0637,0.9473908,0.05155,-0.05260924,-0.009703174,-0.027147362,-0.11009144,-0.13658676,0.31697184
2176,鏡面水庫一,鏡面水庫,臺南市,120.4882962,23.0583472,197566.17,2550835.83,2025-11-21,2025-11-18,2025-11-24,4.2,0,0.044749998,0.0598,0.67530864,0.08855,1.480826,1.9211959,0.046099998,0.04355,0.94453704,0.03125,-0.055462994,-0.014597142,-0.028542373,-0.16992766,-0.19726835,0.48110425
2148,鯉魚潭水庫二,鯉魚潭水庫,苗栗縣,120.790088,24.341121,228699.87,2692818.24,2023-03-03,2023-02-28,2023-03-06,4.2,0,0.01285,0.032449998,0.8922736,0.0353,1.1207327,1.8967321,0.01895,0.01715,0.90499663,0.01135,-0.095003374,-0.005522857,-0.04987108,-0.15913084,-0.2212806,0.509112
2165,曾文水庫三,曾文水庫,嘉義縣,120.553774,23.25122,204341.13,2572172.1,2023-12-13,2023-12-10,2023-12-16,4.2,0,0.0014,0.0167,0.9125683,0.0183,1.0958084,2.6142857,0.007,0.0054,0.7714286,0.0013,-0.22857143,-0.004651111,-0.12903225,-0.6119403,-0.686747,0.86734694
2136,日月潭水庫三,日月潭水庫,南投縣,120.92862,23.850781,242729.34,2638499.56,2023-10-03,2023-09-30,2023-10-06,4.2,0,0.00445,0.0354,0.8137367,0.0435,1.229023,2.900249,0.015000001,0.01125,0.75044453,9.00E-04,-0.24955547,-0.012123968,-0.14298154,-0.85505086,-0.8914286,0.9601494
2099,石門水庫四,石門水庫,桃園市,121.2561111,24.8044722,275892.67,2744145.11,2023-02-02,2023-01-30,2023-02-05,4.2,0,0.0044,0.0632,0.95757574,0.066,1.0443039,3.219512,0.0205,0.0136,0.6634146,0.0031,-0.33658537,-0.014384445,-0.20234604,-0.6287425,-0.7372881,0.910275
2147,鯉魚潭水庫一,鯉魚潭水庫,苗栗縣,120.7964781,24.3401739,229348.12,2692712.37,2023-12-13,2023-12-10,2023-12-16,4.2,0,0.0049,0.0344,1.0177516,0.0338,0.9825581,2.640625,0.0128,0.0083,0.6484375,0.0015,-0.3515625,-0.009820317,-0.21327014,-0.6938775,-0.7902098,0.91501415
2166,曾文水庫四,曾文水庫,嘉義縣,120.553469,23.263637,204314.16,2573547.24,2024-04-01,2024-03-29,2024-04-04,4.2,0,1.00E-04,0.04615,0.757795,0.060900003,1.3196371,3.4175625,0.01785,0.0086,0.4805225,0,-0.5194775,-0.014525397,-0.35143787,-1,-1,1
